Year	DoY	Hour	NEE	PAR	T10
-	-	-	umolm-2s-1	umolm-2s-1	degC
2021	29	11	0.15828262	166.5	0.896
2021	29	11.5	0.18729699	194.3	0.896
2021	29	12	0.17850648	211.2	0.895
2021	29	12.5	0.19600344	213.9	0.895
2021	29	13	0.17256391	204.1	0.895
2021	29	13.5	0.20706986	178.8	0.895
2021	29	14	0.17811985	139.6	0.896
2021	29	14.5	0.21165982	93.9	0.894
2021	29	15	0.3703669	46.79	0.893
2021	29	15.5	0.20296413	11.42	0.895
2021	29	16	0.1241705	2.177	0.894
2021	29	16.5	0.17928919	0.216	0.892
2021	29	17	0.18026866	0.113	0.894
2021	29	17.5	0.17361185	0.115	0.891
2021	29	18	0.1846921	0.086	0.896
2021	29	18.5	0.14880174	0.106	0.895
2021	29	19	0.16525333	0.077	0.897
2021	29	19.5	0.18634959	0.09	0.895
2021	29	20	0.15463053	0.065	0.898
2021	29	20.5	0.12996139	0.098	0.896
2021	29	21	0.11755881	0.052	0.896
2021	29	21.5	0.11364771	0.077	0.895
2021	29	22	0.14711405	0.035	0.892
2021	29	22.5	0.13020039	0.082	0.893
2021	29	23	0.1200842	0.06	0.894
2021	29	23.5	0.11921364	0.078	0.893
2021	30	0	0.0822424	0.076	0.896
2021	30	0.5	0.15398039	0.088	0.894
2021	30	1	0.21811993	0.135	0.895
2021	30	1.5	0.3342091	0.164	0.896
2021	30	2	0.17632005	0.145	0.895
2021	30	2.5	0.1745717	0.247	0.894
2021	30	3	0.16863166	0.305	0.897
2021	30	3.5	0.2154889	0.294	0.896
2021	30	4	0.2435447	0.278	0.894
2021	30	4.5	0.21141708	0.242	0.897
2021	30	5	0.19024214	0.213	0.895
2021	30	5.5	0.2017869	0.189	0.895
2021	30	6	0.18282565	0.264	0.896
2021	30	6.5	0.0655662	0.274	0.894
2021	30	7	0.12846619	0.261	0.895
2021	30	7.5	0.13239792	0.266	0.893
2021	30	8	0.14825436	0.405	0.89
2021	30	8.5	0.1203385	2.088	0.892
2021	30	9	0.1827677	8.12	0.893
2021	30	9.5	0.17018417	16.59	0.893
2021	30	10	0.17214382	24.31	0.893
2021	30	10.5	0.105963	37.34	0.892
2021	30	11	0.0737804	64.38	0.893
2021	30	11.5	0.1097804	80.8	0.89
2021	30	12	0.1282372	72.74	0.892
2021	30	12.5	0.1048927	65.51	0.889
2021	30	13	0.12405414	72.37	0.89
2021	30	13.5	0.1128167	68.88	0.888
2021	30	14	0.130848	53.7	0.891
2021	30	14.5	0.1476867	42.13	0.888
2021	30	15	0.13263348	19.41	0.889
2021	30	15.5	0.16338896	7.377	0.892
2021	30	16	0.0843025	1.699	0.891
2021	30	16.5	0.18376103	0.324	0.89
2021	30	17	0.1903541	0.254	0.889
2021	30	17.5	0.11214234	0.233	0.89
2021	30	18	0.1037485	0.179	0.889
2021	30	18.5	0.12176745	0.205	0.891
2021	30	19	0.0817607	0.198	0.89
2021	30	19.5	0.07682218	0.204	0.889
2021	30	20	0.1069683	0.204	0.889
2021	30	20.5	0.1334263	0.195	0.889
2021	30	21	0.08419658	0.15	0.889
2021	30	21.5	0.1185911	0.19	0.889
2021	30	22	0.08111	0.182	0.888
2021	30	22.5	0.1197741	0.17	0.888
2021	30	23	0.1084227	0.16	0.888
2021	30	23.5	0.10339817	0.153	0.888
2021	31	0	0.1356023	0.128	0.89
2021	31	0.5	0.1219478	0.119	0.889
2021	31	1	0.09039676	0.117	0.888
2021	31	1.5	0.0841521	0.109	0.886
2021	31	2	0.0728854	0.111	0.887
2021	31	2.5	0.1106863	0.113	0.888
2021	31	3	0.1007583	0.11	0.888
2021	31	3.5	0.0968004	0.102	0.884
2021	31	4	0.10045207	0.131	0.888
2021	31	4.5	0.1455789	0.105	0.888
2021	31	5	0.09493168	0.102	0.886
2021	31	5.5	0.11370748	0.113	0.884
2021	31	6	0.10216483	0.147	0.886
2021	31	6.5	0.11022898	0.129	0.887
2021	31	7	0.11370748	0.154	0.887
2021	31	7.5	0.1039094	0.152	0.885
2021	31	8	0.1553207	0.332	0.888
2021	31	8.5	0.0813847	4.203	0.895
2021	31	9	0.0932975	17.49	0.886
2021	31	9.5	0.08588252	50.03	0.885
2021	31	10	0.11044961	109.2	0.884
2021	31	10.5	0.0973338	146.5	0.885
2021	31	11	0.10560633	119.1	0.888
2021	31	11.5	0.11281753	87.3	0.888
2021	31	12	0.0896735	85.7	0.885
2021	31	12.5	0.09192125	91.2	0.888
2021	31	13	0.1038233	99.6	0.889
2021	31	13.5	0.1406095	93	0.885
2021	31	14	0.05336814	101.3	0.883
2021	31	14.5	0.08220053	68.17	0.884
2021	31	15	0.1156313	37.3	0.884
2021	31	15.5	0.10311474	13.08	0.882
2021	31	16	0.1106257	2.467	0.882
2021	31	16.5	0.10756449	0.212	0.882
2021	31	17	0.12036842	0.073	0.883
2021	31	17.5	0.10583691	0.096	0.883
2021	31	18	0.11454571	0.087	0.882
2021	31	18.5	0.10908023	0.083	0.882
2021	31	19	0.1103095	0.067	0.881
2021	31	19.5	0.10835917	0.065	0.882
2021	31	20	0.1632927	0.07	0.881
2021	31	20.5	0.08747996	0.061	0.881
2021	31	21	0.12974203	0.065	0.881
2021	31	21.5	0.0704408	0.019	0.883
2021	31	22	0.10152704	0.031	0.883
2021	31	22.5	0.11001818	0.049	0.878
2021	31	23	0.1345137	0.027	0.881
2021	31	23.5	0.08861096	0.049	0.879
2021	32	0	0.09763093	0.083	0.88
2021	32	0.5	0.0749101	0.049	0.88
2021	32	1	0.1003315	0.073	0.879
2021	32	1.5	0.1147317	0.048	0.879
2021	32	2	0.05772046	0.037	0.879
2021	32	2.5	0.07299398	0.007	0.88
2021	32	3	0.0872381	0.043	0.879
2021	32	3.5	0.07829967	0.014	0.881
2021	32	4	0.09781594	0	0.882
2021	32	4.5	0.07159067	0.005	0.884
2021	32	5	0.05455096	0	0.881
2021	32	5.5	0.09713566	0.013	0.88
2021	32	6	0.0302473	0	0.878
2021	32	6.5	0.1691021	0	0.877
2021	32	7	0.08561643	0.007	0.878
2021	32	7.5	0.09479641	0.044	0.879
2021	32	8	0.07849917	0.46	0.881
2021	32	8.5	0.06589776	3.983	0.879
2021	32	9	0.12046299	14.96	0.878
2021	32	9.5	0.04803	37.87	0.877
2021	32	10	0.06606665	84	0.878
2021	32	10.5	0.14015865	131.8	0.876
2021	32	11	0.10926765	168.6	0.871
2021	32	11.5	0.10869818	196.6	0.876
2021	32	12	0.0809244	207.6	0.875
2021	32	12.5	0.09460213	219.7	0.876
2021	32	13	0.09766318	198.1	0.874
2021	32	13.5	0.11687787	145.1	0.874
2021	32	14	0.08483232	88.3	0.874
2021	32	14.5	0.05525217	46.59	0.875
2021	32	15	0.0680839	24.1	0.874
2021	32	15.5	0.0963229	10	0.872
2021	32	16	0.09991384	2.454	0.871
2021	32	16.5	0.10403793	0.253	0.876
2021	32	17	0.08215877	0.091	0.876
2021	32	17.5	0.04545161	0.08	0.875
2021	32	18	0.10830849	0.026	0.874
2021	32	18.5	0.0620574	0	0.874
2021	32	19	0.09945727	0.082	0.873
2021	32	19.5	0.15066431	0.099	0.873
2021	32	20	0.15505284	0.106	0.873
2021	32	20.5	0.08710016	0.089	0.873
2021	32	21	0.15865718	0.096	0.87
2021	32	21.5	0.0400723	0.11	0.872
2021	32	22	0.20926213	0.075	0.872
2021	32	22.5	0.12954421	0.103	0.871
2021	32	23	0.18138017	0.106	0.877
2021	32	23.5	0.13120908	0.12	0.872
2021	33	0	0.13174231	0.098	0.871
2021	33	0.5	0.13068298	0.072	0.874
2021	33	1	0.18837932	0.056	0.874
2021	33	1.5	0.24861042	0.13	0.876
2021	33	2	0.10070446	0.1	0.871
2021	33	2.5	0.13794209	0.118	0.869
2021	33	3	0.17578585	0.136	0.871
2021	33	3.5	-0.17541447	0.114	0.872
2021	33	4	0.14271198	0.042	0.87
2021	33	4.5	0.09625446	0.162	0.872
2021	33	5	0.14794508	0.105	0.872
2021	33	5.5	0.15091057	0.117	0.87
2021	33	6	0.13926286	0.147	0.872
2021	33	6.5	0.16400161	0.126	0.872
2021	33	7	0.15051006	0.142	0.873
2021	33	7.5	0.16366753	0.156	0.871
2021	33	8	0.17535219	0.854	0.87
2021	33	8.5	0.23070066	6.229	0.868
2021	33	9	0.25965866	23.01	0.869
2021	33	9.5	0.22692533	74.03	0.869
2021	33	10	0.18921171	128	0.873
2021	33	10.5	0.17241532	176.8	0.871
2021	33	11	0.08041023	214.3	0.873
2021	33	11.5	0.15200929	239.7	0.874
2021	33	12	0.12630506	251.7	0.871
2021	33	12.5	0.11073838	250.5	0.87
2021	33	13	0.13343987	233.3	0.871
2021	33	13.5	0.12405455	191.5	0.87
2021	33	14	0.15029633	124.2	0.87
2021	33	14.5	0.14754255	96.7	0.868
2021	33	15	0.09620641	56.79	0.869
2021	33	15.5	0.0807314	15.29	0.872
2021	33	16	0.22279505	3.284	0.872
2021	33	16.5	0.19136204	0.073	0.87
2021	33	17	0.19595427	0	0.874
2021	33	17.5	0.16446269	0	0.873
2021	33	18	0.196069	0	0.872
2021	33	18.5	0.18730779	0	0.87
2021	33	19	0.25976494	0	0.873
2021	33	19.5	0.14056914	0	0.873
2021	33	20	0.16683152	0	0.873
2021	33	20.5	0.17843196	0	0.871
2021	33	21	0.2516672	0	0.869
2021	33	21.5	0.0795233	0	0.872
2021	33	22	0.1362803	0	0.872
2021	33	22.5	0.13013658	0	0.872
2021	33	23	0.1215909	0	0.872
2021	33	23.5	0.184364	0	0.87
2021	34	0	0.14290024	0.05	0.871
2021	34	0.5	0.1197321	0	0.869
2021	34	1	0.2065304	0	0.871
2021	34	1.5	0.34470502	0	0.871
2021	34	2	0.224272	0	0.871
2021	34	2.5	0.13850143	0	0.872
2021	34	3	0.20717542	0	0.871
2021	34	3.5	0.1162091	0	0.871
2021	34	4	0.15964437	0	0.871
2021	34	4.5	0.14326933	0	0.871
2021	34	5	0.27807298	0	0.87
2021	34	5.5	0.12894215	0	0.87
2021	34	6	0.20941751	0.085	0.874
2021	34	6.5	0.1372424	0	0.873
2021	34	7	0.16372279	0	0.873
2021	34	7.5	0.0978919	0	0.875
2021	34	8	0.1445471	0.498	0.875
2021	34	8.5	0.0424642	4.298	0.873
2021	34	9	0.08679301	14.8	0.873
2021	34	9.5	0.08565369	37.98	0.871
2021	34	10	0.07441919	88.6	0.873
2021	34	10.5	0.2117118	180	0.872
2021	34	11	0.13026974	209	0.874
2021	34	11.5	0.0918162	250.3	0.873
2021	34	12	0.13508965	266	0.876
2021	34	12.5	0.14702104	271.6	0.873
2021	34	13	0.13706377	250.3	0.874
2021	34	13.5	0.2301079	216.9	0.875
2021	34	14	0.13251092	173.3	0.875
2021	34	14.5	0.06084774	84.3	0.875
2021	34	15	0.0034672	42.32	0.873
2021	34	15.5	0.092028	16	0.874
2021	34	16	0.0472593	3.535	0.872
2021	34	16.5	0.2984248	0.416	0.872
2021	34	17	0.08433542	0.113	0.872
2021	34	17.5	0.0212571	0.085	0.876
2021	34	18	0.08998039	0.075	0.871
2021	34	18.5	0.08917095	0.071	0.875
2021	34	19	0.0843498	0.093	0.874
2021	34	19.5	0.0642161	0.086	0.871
2021	34	20	0.0452867	0.077	0.871
2021	34	20.5	0.1232916	0.093	0.872
2021	34	21	0.096608	0.081	0.87
2021	34	21.5	0.08660687	0.062	0.871
2021	34	22	0.070259	0.1	0.871
2021	34	22.5	0.0495556	0.102	0.87
2021	34	23	0.08768018	0.102	0.871
2021	34	23.5	0.09229231	0.086	0.873
2021	35	0	0.17866284	0.036	0.872
2021	35	0.5	0.07764926	0.077	0.873
2021	35	1	0.03335305	0.09	0.872
2021	35	1.5	0.07803306	0.096	0.871
2021	35	2	0.08299033	0.103	0.87
2021	35	2.5	0.12798762	0.105	0.87
2021	35	3	0.08951973	0.117	0.87
2021	35	3.5	0.02416193	0.124	0.87
2021	35	4	0.07714588	0.1	0.867
2021	35	4.5	0.0640113	0.086	0.869
2021	35	5	0.05664264	0.083	0.869
2021	35	5.5	0.0355508	0.061	0.873
2021	35	6	0.08237272	0.078	0.871
2021	35	6.5	0.08441771	0.101	0.87
2021	35	7	0.08444718	0.088	0.869
2021	35	7.5	0.10256616	0.145	0.868
2021	35	8	0.09431643	1.243	0.868
2021	35	8.5	0.04529665	7.895	0.871
2021	35	9	0.0785636	20.43	0.872
2021	35	9.5	0.07358119	32.34	0.871
2021	35	10	0.04745635	73.52	0.871
2021	35	10.5	0.0604912	123.7	0.867
2021	35	11	0.04620916	189.1	0.869
2021	35	11.5	0.0589639	289.4	0.869
2021	35	12	0.0837445	168.2	0.868
2021	35	12.5	0.04067284	124.8	0.869
2021	35	13	0.06344764	86.7	0.866
2021	35	13.5	0.06871082	64.37	0.867
2021	35	14	0.08633349	54.26	0.867
2021	35	14.5	0.05124006	76.55	0.868
2021	35	15	0.10090803	64.94	0.868
2021	35	15.5	0.0872261	20.49	0.865
2021	35	16	0.09650753	4.721	0.867
2021	35	16.5	0.0812564	0.536	0.867
2021	35	17	0.0814754	0.072	0.868
2021	35	17.5	0.08941256	0.045	0.867
2021	35	18	0.05230242	0.025	0.868
2021	35	18.5	0.08096872	0.014	0.868
2021	35	19	0.10660841	0.075	0.868
2021	35	19.5	0.0815374	0.079	0.869
2021	35	20	0.06487772	0.065	0.869
2021	35	20.5	0.09704769	0.061	0.869
2021	35	21	0.08711963	0.039	0.868
2021	35	21.5	0.08927928	0.093	0.869
2021	35	22	0.04623315	0.11	0.87
2021	35	22.5	0.0848602	0.041	0.867
2021	35	23	0.08201601	0	0.87
2021	35	23.5	0.05756841	0.043	0.868
2021	36	0	0.11506893	0.083	0.868
2021	36	0.5	0.08202718	0.09	0.868
2021	36	1	0.07764642	0.08	0.868
2021	36	1.5	0.1033676	0.065	0.869
2021	36	2	0.10602541	0.052	0.87
2021	36	2.5	0.07997696	0.01	0.866
2021	36	3	0.0863907	0.071	0.869
2021	36	3.5	0.07954186	0.12	0.867
2021	36	4	0.09685325	0.115	0.868
2021	36	4.5	0.06363391	0.076	0.867
2021	36	5	0.1020231	0.081	0.868
2021	36	5.5	0.0694735	0.069	0.872
2021	36	6	0.06675044	0.064	0.871
2021	36	6.5	0.09919	0.041	0.869
2021	36	7	0.06231235	0.057	0.867
2021	36	7.5	0.04517671	0.095	0.867
2021	36	8	0.06567077	1.304	0.865
2021	36	8.5	0.06557751	6.857	0.866
2021	36	9	0.08193585	13.42	0.866
2021	36	9.5	0.07649381	25.04	0.867
2021	36	10	0.07303115	48.51	0.867
2021	36	10.5	0.0556196	97.2	0.866
2021	36	11	0.06943637	95.9	0.865
2021	36	11.5	0.0834789	64.56	0.866
2021	36	12	0.07119995	118.4	0.865
2021	36	12.5	0.07699637	162.7	0.868
2021	36	13	0.07460585	195.7	0.866
2021	36	13.5	0.0935849	139.9	0.865
2021	36	14	0.06932494	115.7	0.865
2021	36	14.5	0.0758356	53.28	0.868
2021	36	15	0.1292496	34.78	0.867
2021	36	15.5	0.1430795	18.24	0.865
2021	36	16	0.1241134	6.531	0.866
2021	36	16.5	0.0701151	0.693	0.865
2021	36	17	0.09010335	0	0.868
2021	36	17.5	0.09747718	0	0.871
2021	36	18	0.09838491	0	0.868
2021	36	18.5	0.0978024	0.02	0.867
2021	36	19	0.08642407	0	0.866
2021	36	19.5	0.08983047	0.11	0.865
2021	36	20	0.06698519	0.12	0.866
2021	36	20.5	0.03373394	0.12	0.865
2021	36	21	0.09838452	0.115	0.866
2021	36	21.5	0.10764241	0.139	0.866
2021	36	22	0.10221322	0.131	0.867
2021	36	22.5	0.11586826	0.123	0.866
2021	36	23	0.0932922	0.112	0.868
2021	36	23.5	0.08094295	0.107	0.864
2021	37	0	0.08370541	0.072	0.866
2021	37	0.5	0.0177709	0.098	0.866
2021	37	1	0.09562879	0.101	0.865
2021	37	1.5	0.09314509	0.076	0.865
2021	37	2	0.08627762	0.047	0.865
2021	37	2.5	0.08547167	0.037	0.864
2021	37	3	0.06445323	0.065	0.866
2021	37	3.5	0.08506501	0.068	0.866
2021	37	4	0.08900549	0.017	0.866
2021	37	4.5	0.08403932	0.02	0.865
2021	37	5	0.07184899	0	0.867
2021	37	5.5	0.08619202	0.017	0.868
2021	37	6	0.1204333	0.062	0.865
2021	37	6.5	0.08910292	0.11	0.869
2021	37	7	0.08475945	0.11	0.867
2021	37	7.5	0.1423963	0.131	0.865
2021	37	8	0.1008994	1.264	0.862
2021	37	8.5	0.08316024	7.053	0.866
2021	37	9	0.10216882	19.01	0.87
2021	37	9.5	0.0512751	44.86	0.873
2021	37	10	0.09419576	70.06	0.87
2021	37	10.5	0.08360035	64.55	0.872
2021	37	11	0.07799264	94.4	0.874
2021	37	11.5	0.0695115	97.1	0.871
2021	37	12	0.0748018	212.2	0.871
2021	37	12.5	0.08101699	132.7	0.872
2021	37	13	0.08286744	128.2	0.869
2021	37	13.5	0.1292803	78.01	0.868
2021	37	14	0.05410203	174.1	0.865
2021	37	14.5	0.0479617	66.61	0.86
2021	37	15	0.06236822	24.28	0.866
2021	37	15.5	0.08880558	10.43	0.866
2021	37	16	0.08124688	4.797	0.867
2021	37	16.5	0.08814707	0.752	0.866
2021	37	17	0.05788899	0.041	0.866
2021	37	17.5	0.08312128	0.008	0.861
2021	37	18	0.08747802	0	0.863
2021	37	18.5	0.08451304	0.104	0.864
2021	37	19	0.08799405	0.078	0.866
2021	37	19.5	0.08765985	0.059	0.865
2021	37	20	0.09357361	0.116	0.864
2021	37	20.5	0.0807947	0.114	0.866
2021	37	21	0.05651667	0.093	0.865
2021	37	21.5	0.06114268	0.067	0.865
2021	37	22	0.06247524	0.093	0.865
2021	37	22.5	0.0882305	0.093	0.864
2021	37	23	0.09421629	0.063	0.865
2021	37	23.5	0.08961181	0.055	0.864
2021	38	0	0.05298647	0.048	0.864
2021	38	0.5	0.09107529	0.079	0.863
2021	38	1	0.09139933	0.068	0.863
2021	38	1.5	0.123372	0.058	0.863
2021	38	2	0.09808804	0.051	0.862
2021	38	2.5	0.09802681	0.003	0.861
2021	38	3	0.09848723	0.037	0.861
2021	38	3.5	0.10500194	0	0.862
2021	38	4	0.10143425	0	0.86
2021	38	4.5	0.0551445	0	0.862
2021	38	5	0.04663554	0	0.861
2021	38	5.5	0.09134357	0	0.861
2021	38	6	0.09390565	0	0.861
2021	38	6.5	0.10445131	0	0.859
2021	38	7	0.08676678	0	0.859
2021	38	7.5	0.10221475	0.074	0.859
2021	38	8	0.10327353	1.437	0.86
2021	38	8.5	0.09753381	8.27	0.862
2021	38	9	0.09466541	31.88	0.861
2021	38	9.5	0.09410296	69.66	0.861
2021	38	10	0.07621707	138.6	0.862
2021	38	10.5	0.11177451	324	0.86
2021	38	11	0.08785535	137.9	0.86
2021	38	11.5	0.03627265	104.5	0.859
2021	38	12	0.09739084	135.5	0.862
2021	38	12.5	0.10066536	116	0.867
2021	38	13	0.07253525	111.7	0.865
2021	38	13.5	0.1176594	173	0.866
2021	38	14	0.08192867	73.34	0.866
2021	38	14.5	0.0841522	53.7	0.865
2021	38	15	0.03504834	34.31	0.865
2021	38	15.5	0.07703865	17.91	0.862
2021	38	16	0.11228459	6.143	0.861
2021	38	16.5	0.10947134	0.904	0.861
2021	38	17	0.0858941	0.067	0.862
2021	38	17.5	0.08321125	0.022	0.862
2021	38	18	0.08171066	0.068	0.865
2021	38	18.5	0.09035858	0.045	0.863
2021	38	19	0.08796027	0.013	0.862
2021	38	19.5	0.08830431	0.004	0.863
2021	38	20	0.08104341	0	0.861
2021	38	20.5	0.11234319	0.052	0.86
2021	38	21	0.07565588	0	0.86
2021	38	21.5	0.09461068	0	0.861
2021	38	22	0.09512988	0	0.86
2021	38	22.5	0.08497006	0.01	0.859
2021	38	23	0.10095216	0.03	0.858
2021	38	23.5	0.07565588	0	0.861
2021	39	0	0.08323643	0	0.858
2021	39	0.5	0.08281332	0.036	0.859
2021	39	1	0.09074201	0.029	0.859
2021	39	1.5	0.08568056	0.11	0.859
2021	39	2	0.0852889	0.103	0.861
2021	39	2.5	0.08652264	0.098	0.861
2021	39	3	0.08112498	0.05	0.861
2021	39	3.5	0.0741543	0.091	0.862
2021	39	4	0.08574868	0.06	0.86
2021	39	4.5	0.080963	0.034	0.86
2021	39	5	0.08323643	0.028	0.86
2021	39	5.5	0.08676837	0.031	0.862
2021	39	6	0.086008	0	0.86
2021	39	6.5	0.1056755	0.055	0.859
2021	39	7	0.09200864	0.074	0.859
2021	39	7.5	0.08461279	0.305	0.859
2021	39	8	0.05509814	3.458	0.857
2021	39	8.5	0.0758711	17.01	0.856
2021	39	9	0.0721607	102.1	0.856
2021	39	9.5	0.06860551	123.7	0.856
2021	39	10	0.08061274	85.3	0.855
2021	39	10.5	0.08020673	89.4	0.856
2021	39	11	0.06955897	104.4	0.855
2021	39	11.5	0.07220967	100.8	0.857
2021	39	12	0.06952783	121.6	0.856
2021	39	12.5	0.08805143	124.1	0.858
2021	39	13	0.05867485	106.2	0.856
2021	39	13.5	0.05375611	83	0.858
2021	39	14	0.06785792	78.08	0.859
2021	39	14.5	0.08295754	56.4	0.861
2021	39	15	0.07237393	39.48	0.861
2021	39	15.5	0.08867606	21.42	0.859
2021	39	16	0.0869496	7.574	0.862
2021	39	16.5	0.08619301	1.187	0.864
2021	39	17	0.06701151	0.107	0.861
2021	39	17.5	0.0895539	0.087	0.859
2021	39	18	0.07938344	0.083	0.86
2021	39	18.5	0.09355705	0.084	0.861
2021	39	19	0.08125272	0.098	0.859
2021	39	19.5	0.08377675	0.105	0.859
2021	39	20	0.07413767	0.099	0.859
2021	39	20.5	0.07973028	0.095	0.858
2021	39	21	0.08287169	0.092	0.857
2021	39	21.5	0.08640722	0.093	0.858
2021	39	22	0.08341669	0.102	0.859
2021	39	22.5	0.0946353	0.103	0.861
2021	39	23	0.0946353	0.106	0.859
2021	39	23.5	0.09125432	0.095	0.858
2021	40	0	0.09792332	0.098	0.858
2021	40	0.5	0.10152273	0.101	0.857
2021	40	1	0.08418861	0.109	0.859
2021	40	1.5	0.08874602	0.1	0.856
2021	40	2	0.08985762	0.109	0.858
2021	40	2.5	0.09663821	0.114	0.858
2021	40	3	0.09613702	0.112	0.856
2021	40	3.5	0.09372661	0.111	0.858
2021	40	4	0.09899531	0.108	0.858
2021	40	4.5	0.09380876	0.097	0.858
2021	40	5	0.09470129	0.095	0.858
2021	40	5.5	0.10500208	0.112	0.859
2021	40	6	0.09556621	0.112	0.857
2021	40	6.5	0.10262326	0.117	0.857
2021	40	7	0.0878378	0.108	0.856
2021	40	7.5	0.08580273	0.222	0.857
2021	40	8	0.08408733	2.537	0.858
2021	40	8.5	0.08822517	16.8	0.857
2021	40	9	0.08772217	27.12	0.856
2021	40	9.5	0.10605779	27.59	0.856
2021	40	10	0.11312932	53.05	0.858
2021	40	10.5	0.08566669	84.3	0.857
2021	40	11	0.1245864	146.8	0.855
2021	40	11.5	0.0955935	118	0.854
2021	40	12	0.1421041	115	0.858
2021	40	12.5	0.06709892	111.9	0.856
2021	40	13	0.07464057	112.5	0.856
2021	40	13.5	0.0572078	57.73	0.858
2021	40	14	0.1119878	46.22	0.858
2021	40	14.5	0.07806475	49.4	0.859
2021	40	15	0.08804418	31.83	0.86
2021	40	15.5	0.12870498	19.57	0.859
2021	40	16	0.06536889	6.153	0.859
2021	40	16.5	0.0618378	1.069	0.859
2021	40	17	0.08770957	0.104	0.86
2021	40	17.5	0.0914994	0.042	0.859
2021	40	18	0.0816877	0.065	0.858
2021	40	18.5	0.0878508	0.069	0.856
2021	40	19	0.06880548	0.066	0.856
2021	40	19.5	0.0387207	0.048	0.858
2021	40	20	0.08072279	0.031	0.858
2021	40	20.5	0.08635235	0.063	0.858
2021	40	21	0.1928949	0.075	0.858
2021	40	21.5	0.0580023	0.072	0.857
2021	40	22	0.09205411	0.064	0.859
2021	40	22.5	0.09080178	0.079	0.86
2021	40	23	0.0882841	0.106	0.858
2021	40	23.5	0.09324595	0.132	0.858
2021	41	0	0.0250235	0.114	0.858
2021	41	0.5	0.08979826	0	0.859
2021	41	1	0.08258972	0	0.859
2021	41	1.5	0.06754326	0	0.861
2021	41	2	0.0788198	0	0.858
2021	41	2.5	0.081417	0	0.858
2021	41	3	0.08089968	0	0.856
2021	41	3.5	0.07767121	0	0.859
2021	41	4	0.07551182	0	0.858
2021	41	4.5	0.06702564	0	0.859
2021	41	5	0.07573353	0	0.86
2021	41	5.5	0.09528619	0	0.859
2021	41	6	0.0616506	0	0.859
2021	41	6.5	0.09964494	0	0.859
2021	41	7	0.0675169	0.061	0.857
2021	41	7.5	0.07192889	0.381	0.856
2021	41	8	0.16967705	4.562	0.857
2021	41	8.5	0.07829021	38.93	0.855
2021	41	9	0.07388813	108.2	0.855
2021	41	9.5	0.06772574	192.9	0.855
2021	41	10	0.10989222	265.5	0.855
2021	41	10.5	0.0400474	323.6	0.857
2021	41	11	0.13933541	373	0.855
2021	41	11.5	-0.01475491	431.3	0.856
2021	41	12	-0.24946763	481.2	0.855
2021	41	12.5	-0.08449129	490.7	0.854
2021	41	13	0.09988593	467.3	0.857
2021	41	13.5	0.06793741	414.7	0.858
2021	41	14	0.07116883	327.3	0.855
2021	41	14.5	0.05638632	241.3	0.856
2021	41	15	0.0459703	158.3	0.855
2021	41	15.5	0.07218972	80.5	0.857
2021	41	16	0.09644317	16.91	0.859
2021	41	16.5	0.08524435	2.817	0.86
2021	41	17	0.1030582	0.249	0.862
2021	41	17.5	0.0715462	0.072	0.859
2021	41	18	0.11839401	0	0.859
2021	41	18.5	0.03724283	0.031	0.86
2021	41	19	-0.00936238	0.111	0.859
2021	41	19.5	0.00232128	0.07	0.859
2021	41	20	0.01921008	0	0.86
2021	41	20.5	0.10868441	0.045	0.859
2021	41	21	0.05319228	0.046	0.856
2021	41	21.5	0.06212108	0.015	0.858
2021	41	22	0.09887806	0.092	0.858
2021	41	22.5	0.079578	0.063	0.858
2021	41	23	0.14368756	0.074	0.858
2021	41	23.5	0.11160443	0.033	0.858
2021	42	0	0.07610715	0.032	0.859
2021	42	0.5	0.08776833	0.038	0.859
2021	42	1	0.08776833	0.045	0.859
2021	42	1.5	-0.04087059	0.007	0.86
2021	42	2	0.09747955	0.109	0.858
2021	42	2.5	0.04303155	0.052	0.878
2021	42	3	0.05202232	0.036	0.858
2021	42	3.5	0.07648978	0.072	0.858
2021	42	4	0.09342073	0.043	0.86
2021	42	4.5	0.02864406	0.019	0.858
2021	42	5	0.10567997	0.04	0.86
2021	42	5.5	0.10620555	0.027	0.86
2021	42	6	0.08950261	0	0.86
2021	42	6.5	0.10506671	0	0.86
2021	42	7	-0.10792543	0.054	0.86
2021	42	7.5	0.03571731	0.403	0.863
2021	42	8	0.08874305	5.519	0.858
2021	42	8.5	0.0498508	38.09	0.856
2021	42	9	0.09191012	53.38	0.857
2021	42	9.5	0.09851881	96.4	0.856
2021	42	10	0.06586128	206	0.857
2021	42	10.5	0.05614377	327.1	0.856
2021	42	11	0.06703521	378.3	0.858
2021	42	11.5	-0.06148687	444.3	0.857
2021	42	12	-0.35356018	499	0.857
2021	42	12.5	-0.11646802	488.4	0.858
2021	42	13	-0.01905542	494.7	0.858
2021	42	13.5	0.06247189	424.2	0.855
2021	42	14	0.0601516	314.8	0.858
2021	42	14.5	0.06029711	248.6	0.857
2021	42	15	0.05365312	159.3	0.852
2021	42	15.5	0.07481549	70.26	0.862
2021	42	16	0.08854182	18.67	0.857
2021	42	16.5	0.07738912	3.146	0.855
2021	42	17	0.08651434	0.036	0.857
2021	42	17.5	0.09014113	0	0.856
2021	42	18	0.08432957	0	0.857
2021	42	18.5	0.10768326	0	0.858
2021	42	19	0.09489512	0	0.856
2021	42	19.5	0.10838274	0	0.856
