site,date,tair,tsoil_10cm,WTD,PARin
SE-Hmr,2022-02-01,-12.99875,0.4355,NA,19.71625
SE-Hmr,2022-02-02,-12.646458333333333,0.43563541666666666,NA,21.354875
SE-Hmr,2022-02-03,-15.4,0.43576041666666665,NA,32.439416666666666
SE-Hmr,2022-02-04,-5.458291666666667,0.43416666666666665,NA,9.818895833333334
SE-Hmr,2022-02-05,-4.459479166666666,0.4473229166666667,NA,38.21070833333333
SE-Hmr,2022-02-06,-4.267979166666667,0.4786770833333333,NA,22.18975
SE-Hmr,2022-02-07,-6.2641875,0.4956875,NA,28.631458333333335
SE-Hmr,2022-02-08,-5.6630416666666665,0.5040833333333333,NA,17.967583333333334
SE-Hmr,2022-02-09,-4.4803125,0.5001979166666667,NA,38.510729166666664
SE-Hmr,2022-02-10,-2.3505208333333334,0.48740625,NA,64.55572916666667
SE-Hmr,2022-02-11,-6.187354166666666,0.4798958333333333,NA,79.76429166666667
SE-Hmr,2022-02-12,-5.5439791666666665,0.4724895833333333,NA,80.685875
SE-Hmr,2022-02-13,-1.6705416666666666,0.47081249999999997,NA,32.20397916666666
SE-Hmr,2022-02-14,-6.8553125,0.49934375,NA,63.474875
SE-Hmr,2022-02-15,-8.683583333333333,0.5187916666666667,NA,25.27125
SE-Hmr,2022-02-16,-7.339291666666667,0.5176041666666666,NA,21.446166666666667
SE-Hmr,2022-02-17,-6.305791666666667,0.5033124999999999,NA,39.7493125
SE-Hmr,2022-02-18,-7.9469375,0.49678125,NA,55.638041666666666
SE-Hmr,2022-02-19,-8.232166666666666,0.4905,NA,107.85979166666667
SE-Hmr,2022-02-20,-7.203333333333333,0.49677083333333333,NA,62.67060416666667
SE-Hmr,2022-02-21,-10.134583333333333,0.48914583333333334,NA,30.381833333333333
SE-Hmr,2022-02-22,-13.421875,0.48114583333333333,NA,118.40091666666666
